Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Chovy;MID;GEN;FLY;Quad;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Blue;00:31:48;Orianna;Ezreal;Ahri;Galio;Ahri;Seraphine;Loss;3;3;1;0;16;1;2;1;1;304;0;0;9.6;12546;395;0.239;72;28;18;8;6;2.26;0.88;0.25;0.57;0.273;11676;1148;6682;3846;367;0.248;0.06;0.667;0;0;0;0;0;-311;-2;-487;0;0;2374;2374;2876;0;7402;0;16;102;11852;28;12;28;100;50
Peyz;ADCARRY;GEN;FLY;Massu;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Blue;00:31:48;Cassiopeia;Rell;Jinx;Xin_Zhao;Jinx;Ashe;Loss;3;3;1;0;15;1;1;1;2;325;26;0;10.2;13193;415;0.251;29;12;8;3;3;0.91;0.38;0.09;0.25;0.11;13814;13505;213;96;434;0.293;0.06;0.667;0;0;0;0;0;467;19;294;0;0;1455;1455;4599;0;6160;0;16;133;10370;0;4;20;0;200
Lehends;SUPPORT;GEN;FLY;Busio;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Blue;00:31:48;Amumu;Rakan;Leona;Alistar;Leona;Alistar;Loss;3;3;1;0;10;0;5;1;0.2;30;0;0;0.9;6459;203;0.123;96;60;7;19;17;3.02;1.89;0.6;0.22;0.364;2885;289;2216;380;91;0.061;0.03;0.333;0;0;0;0;0;-193;-1;-511;0;0;233;233;440;0;17521;849;15;48;13268;89;22;35;0;0
Bwipo;TOP;FLY;GEN;Kiin;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Red;00:31:48;Aurora;Ivern;Ashe;Skarner;Galio;Rumble;Win;14;8;4;1;17;3;1;8;11;289;1;0;9.1;13314;419;0.224;29;9;10;3;3;0.91;0.28;0.09;0.31;0.091;12476;121;12355;0;392;0.225;0.35;0.786;0;0;0;0;0;943;0;934;1;0;8475;8475;1440;0;35867;1442;28;124;19363;38;6;24;200;100
Inspired;JUNGLE;FLY;GEN;Canyon;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Red;00:31:48;Yone;Renekton;Seraphine;Rumble;Xin_Zhao;Skarner;Win;14;8;4;1;16;2;0;10;Perfect_KDA;241;207;0;7.6;12554;395;0.211;61;7;18;5;5;1.92;0.22;0.16;0.57;0.191;10551;10107;288;156;332;0.19;0.38;0.857;0;0;0;0;0;1160;23;881;1;0;3117;3117;25319;0;37456;0;12;622;31944;0;6;23;50;0
Quad;MID;FLY;GEN;Chovy;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Red;00:31:48;Ezreal;Orianna;Galio;Ahri;Seraphine;Ahri;Win;14;8;4;1;16;3;0;11;Perfect_KDA;241;0;0;7.6;11950;376;0.201;57;22;7;11;10;1.79;0.69;0.35;0.22;0.179;15190;1401;13789;0;478;0.274;0.44;1;0;0;0;0;0;311;2;487;0;0;4344;4344;5026;3492;7899;5657;22;257;8298;0;13;32;0;0
Massu;ADCARRY;FLY;GEN;Peyz;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Red;00:31:48;Rell;Cassiopeia;Xin_Zhao;Jinx;Ashe;Jinx;Win;14;8;4;1;16;6;0;5;Perfect_KDA;297;3;0;9.3;14341;451;0.241;63;14;16;5;4;1.98;0.44;0.16;0.5;0.197;13676;12967;709;0;430;0.246;0.35;0.786;0;1;0;0;0;-467;-19;-294;0;0;7698;7698;2570;0;6933;0;17;761;8472;0;6;24;0;0
Busio;SUPPORT;FLY;GEN;Lehends;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;1;5;5;1;Red;00:31:48;Rakan;Amumu;Alistar;Leona;Alistar;Leona;Win;14;8;4;1;11;0;2;12;6;38;0;0;1.2;7251;228;0.122;109;52;14;15;13;3.43;1.64;0.47;0.44;0.342;3597;267;2734;596;113;0.065;0.38;0.857;0;0;0;0;0;193;1;511;0;0;649;649;9160;5518;16651;1039;20;58;13611;30;17;30;0;0
Kiin;TOP;GEN;FLY;Bwipo;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Blue;00:26:35;Seraphine;Aurora;Ashe;Orianna;Jax;Renekton;Win;19;10;2;1;15;2;3;7;3;214;8;0;8.1;11167;420;0.197;22;10;3;4;3;0.83;0.38;0.15;0.11;0.101;19319;9419;9900;0;727;0.243;0.34;0.474;1;0;0;0;0;459;27;623;0;0;8016;8016;1528;0;15669;0;14;135;21570;115;6;25;0;0
Canyon;JUNGLE;GEN;FLY;Inspired;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Blue;00:26:35;Ivern;Yone;Nidalee;Ezreal;Nidalee;Nunu;Win;19;10;2;1;15;3;0;12;Perfect_KDA;193;171;0;7.3;11295;425;0.199;37;6;14;5;4;1.39;0.23;0.19;0.53;0.17;14184;1071;11785;1328;534;0.178;0.56;0.789;0;0;0;0;0;466;-1;-111;0;0;2836;2836;28032;4859;20382;0;7;120;29294;0;6;19;0;0
Chovy;MID;GEN;FLY;Quad;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Blue;00:26:35;Skarner;Nocturne;Jax;Rakan;Kassadin;Orianna;Win;19;10;2;1;17;6;0;4;Perfect_KDA;270;16;0;10.2;13426;505;0.237;37;11;10;5;4;1.39;0.41;0.19;0.38;0.17;19910;1353;18369;188;749;0.25;0.38;0.526;1;0;0;0;0;1461;-1;731;0;0;7145;7145;7547;0;21522;0;6;207;23385;0;6;26;0;0
Peyz;ADCARRY;GEN;FLY;Massu;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Blue;00:26:35;Xin_Zhao;Tristana;Nautilus;Nunu;Ashe;Ezreal;Win;19;10;2;1;15;8;1;5;13;245;8;0;9.2;13432;505;0.237;37;12;5;6;6;1.39;0.45;0.23;0.19;0.17;21341;20016;969;356;803;0.268;0.49;0.684;0;0;2;0;0;710;-2;-547;0;0;4437;4437;1824;0;5115;0;41;781;11149;36;7;24;0;500
Lehends;SUPPORT;GEN;FLY;Busio;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Blue;00:26:35;Vi;Rell;Kassadin;Renekton;Nautilus;Rakan;Win;19;10;2;1;11;0;2;11;5.5;34;0;0;1.3;7322;275;0.129;85;41;11;13;12;3.2;1.54;0.49;0.41;0.39;4752;1408;2937;407;179;0.06;0.41;0.579;0;0;0;0;0;368;1;-307;0;0;1262;1262;842;0;17258;1072;32;235;10563;45;15;28;0;0
Bwipo;TOP;FLY;GEN;Kiin;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Red;00:26:35;Aurora;Seraphine;Orianna;Ashe;Renekton;Jax;Loss;6;2;2;0;14;2;5;1;0.6;182;0;0;6.8;9740;366;0.232;21;11;2;5;3;0.79;0.41;0.19;0.08;0.131;12504;9906;2184;414;470;0.234;0.11;0.5;1;0;0;0;0;-459;-27;-623;0;0;2322;2322;6240;0;26513;0;16;101;33374;118;6;27;500;0
Inspired;JUNGLE;FLY;GEN;Canyon;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Red;00:26:35;Yone;Ivern;Ezreal;Nidalee;Nunu;Nidalee;Loss;6;2;2;0;13;2;5;2;0.8;177;155;0;6.7;8456;318;0.202;22;4;5;3;2;0.83;0.15;0.11;0.19;0.138;5662;312;3645;1705;213;0.106;0.15;0.667;0;0;0;0;0;-466;1;111;0;0;0;0;22201;2516;26513;0;19;399;35163;124;4;17;0;0
Quad;MID;FLY;GEN;Chovy;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Red;00:26:35;Nocturne;Skarner;Rakan;Jax;Orianna;Kassadin;Loss;6;2;2;0;15;1;1;2;3;246;0;0;9.3;9532;359;0.227;18;8;5;4;2;0.68;0.3;0.15;0.19;0.113;18267;2942;15325;0;687;0.342;0.11;0.5;1;0;0;0;0;-1461;1;-731;0;0;1383;1383;1013;0;10562;1473;33;440;11218;38;6;20;0;0
Massu;ADCARRY;FLY;GEN;Peyz;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Red;00:26:35;Tristana;Xin_Zhao;Nunu;Nautilus;Ezreal;Ashe;Loss;6;2;2;0;13;1;3;1;0.7;211;4;0;7.9;8605;324;0.205;13;7;3;1;1;0.49;0.26;0.04;0.11;0.081;13904;11097;2677;130;523;0.261;0.08;0.333;0;0;0;0;0;-710;2;547;0;0;0;0;2002;0;8663;0;0;24;16193;108;4;21;0;0
Busio;SUPPORT;FLY;GEN;Lehends;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;2;5;5;2;Red;00:26:35;Rell;Vi;Renekton;Kassadin;Rakan;Nautilus;Loss;6;2;2;0;9;0;5;2;0.4;34;0;0;1.3;5571;210;0.133;86;52;8;8;7;3.24;1.96;0.3;0.3;0.538;3022;896;2126;0;114;0.057;0.08;0.333;0;0;0;0;0;-368;-1;307;0;0;68;68;2908;1164;16031;1632;21;78;13733;79;10;23;0;0
Bwipo;TOP;FLY;GEN;Kiin;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Blue;00:42:35;Aurora;Ashe;Skarner;Sejuani;Urgot;Renekton;Win;21;10;3;3;18;3;5;8;2.2;324;8;0;7.6;17546;412;0.207;58;11;14;6;6;1.36;0.26;0.14;0.33;0.122;28019;27086;256;677;658;0.179;0.26;0.524;1;0;0;0;0;-51;-29;-467;0;0;2874;2874;9185;0;68781;0;15;311;40249;207;9;36;50;0
Inspired;JUNGLE;FLY;GEN;Canyon;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Blue;00:42:35;Jax;Ivern;Kaisa;Ezreal;Skarner;Sejuani;Win;21;10;3;3;18;0;1;13;13;274;235;0;6.4;14441;339;0.17;76;11;21;9;9;1.78;0.26;0.21;0.49;0.16;15842;11203;4239;400;372;0.101;0.31;0.619;0;0;0;0;0;218;17;466;0;0;1535;1535;26602;0;103305;0;23;994;56931;36;12;31;0;0
Quad;MID;FLY;GEN;Chovy;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Blue;00:42:35;Kalista;Yone;Rakan;Sylas;Zeri;Sylas;Win;21;10;3;3;18;7;1;9;16;400;36;0;9.4;20006;470;0.236;64;20;14;6;6;1.5;0.47;0.14;0.33;0.134;54489;38848;13923;1718;1280;0.348;0.38;0.762;0;0;0;1;0;468;13;-143;0;0;6609;6609;9305;0;17373;0;16;325;24932;60;7;36;200;200
Massu;ADCARRY;FLY;GEN;Peyz;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Blue;00:42:35;KSante;Olaf;Urgot;Renekton;Kaisa;Ezreal;Win;21;10;3;3;18;11;0;8;Perfect_KDA;380;28;0;8.9;21336;501;0.252;28;14;8;2;2;0.66;0.33;0.05;0.19;0.059;51096;11483;38522;1091;1200;0.326;0.45;0.905;0;1;1;0;0;1038;0;-110;0;0;12509;12509;6063;0;15144;0;3;128;19139;0;8;31;250;0
Busio;SUPPORT;FLY;GEN;Lehends;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Blue;00:42:35;Rell;Orianna;Zeri;Braum;Rakan;Braum;Win;21;10;3;3;15;0;1;16;16;48;0;0;1.1;11380;267;0.134;250;140;32;24;23;5.87;3.29;0.56;0.75;0.525;7287;762;5465;1060;171;0.046;0.38;0.762;0;0;0;0;0;506;1;145;1;0;720;720;11919;5365;25113;6753;29;73;17699;46;28;45;0;0
Kiin;TOP;GEN;FLY;Bwipo;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Red;00:42:35;Ashe;Aurora;Sejuani;Skarner;Renekton;Urgot;Loss;8;4;3;0;18;3;6;4;1.2;376;14;0;8.8;16016;376;0.227;50;17;11;13;12;1.17;0.4;0.31;0.26;0.135;26156;20647;5413;96;614;0.229;0.16;0.875;1;0;0;0;0;51;29;467;0;0;2930;2930;12207;0;74288;0;22;203;61742;267;15;33;0;250
Canyon;JUNGLE;GEN;FLY;Inspired;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Red;00:42:35;Ivern;Jax;Ezreal;Kaisa;Sejuani;Skarner;Loss;8;4;3;0;17;2;2;5;3.5;240;207;0;5.6;12543;295;0.178;63;16;22;18;14;1.48;0.38;0.42;0.52;0.17;12175;6137;5077;961;286;0.107;0.16;0.875;0;0;0;0;0;-218;-17;-466;0;0;0;0;18849;436;65044;2238;27;463;52934;43;20;40;0;0
Chovy;MID;GEN;FLY;Quad;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Red;00:42:35;Yone;Kalista;Sylas;Rakan;Sylas;Zeri;Loss;8;4;3;0;18;1;3;4;1.7;376;12;0;8.8;16147;379;0.229;43;13;15;11;8;1.01;0.31;0.26;0.35;0.116;18147;287;17135;725;426;0.159;0.12;0.625;0;0;0;0;0;-468;-13;143;0;0;2053;2053;9147;0;34543;0;27;696;40161;107;15;41;0;50
Peyz;ADCARRY;GEN;FLY;Massu;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Red;00:42:35;Olaf;KSante;Renekton;Urgot;Ezreal;Kaisa;Loss;8;4;3;0;18;2;5;2;0.8;435;50;0;10.2;17231;405;0.244;42;17;14;5;4;0.99;0.4;0.12;0.33;0.113;53046;37826;13524;1696;1246;0.465;0.09;0.5;0;0;0;0;0;-1038;0;110;0;0;1980;1980;8040;0;17337;0;8;258;26664;128;8;27;200;200
Lehends;SUPPORT;GEN;FLY;Busio;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;3;5;5;3;Red;00:42:35;Orianna;Rell;Braum;Zeri;Braum;Rakan;Loss;8;4;3;0;13;0;5;3;0.6;52;0;0;1.2;8551;201;0.121;173;98;28;29;27;4.06;2.3;0.68;0.66;0.466;4532;183;4349;0;106;0.04;0.07;0.375;0;0;0;0;0;-506;-1;-145;-1;0;3904;3904;3231;828;30230;3230;31;233;25399;118;31;47;0;0
Kiin;TOP;GEN;FLY;Bwipo;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Blue;00:29:13;Seraphine;Aurora;Ashe;Ezreal;KSante;Renekton;Win;17;10;2;1;16;3;0;11;Perfect_KDA;225;0;0;7.7;12424;425;0.214;32;15;6;6;5;1.1;0.51;0.21;0.21;0.131;22827;17198;3718;1911;781;0.268;0.48;0.824;1;0;0;0;0;718;-15;426;0;0;2970;2970;7448;0;56160;370;41;2133;29848;0;9;28;0;0
Canyon;JUNGLE;GEN;FLY;Inspired;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Blue;00:29:13;Ivern;Yone;Nidalee;Orianna;Nidalee;Sejuani;Win;17;10;2;1;17;6;0;10;Perfect_KDA;253;240;0;8.7;13077;448;0.225;44;9;8;7;6;1.51;0.31;0.24;0.27;0.18;25484;1137;21817;2530;872;0.299;0.55;0.941;0;0;0;0;0;635;31;1349;2;0;3086;3086;35617;9227;26401;0;9;287;34921;0;8;23;0;0
Chovy;MID;GEN;FLY;Quad;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Blue;00:29:13;Skarner;Jax;Tristana;Rakan;Tristana;Orianna;Win;17;10;2;1;16;7;2;7;7;269;16;0;9.2;12976;444;0.223;30;10;13;5;4;1.03;0.34;0.17;0.44;0.122;19462;16875;2059;528;666;0.228;0.48;0.824;0;2;0;0;0;-258;-4;-243;0;0;7397;7397;4289;0;13192;0;7;95;18598;60;6;32;0;50
Peyz;ADCARRY;GEN;FLY;Massu;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Blue;00:29:13;Xin_Zhao;Rell;Maokai;Renekton;Ashe;Ezreal;Win;17;10;2;1;15;1;0;11;Perfect_KDA;247;4;0;8.5;12396;424;0.213;50;13;17;5;4;1.71;0.44;0.17;0.58;0.204;11085;9477;1304;304;379;0.13;0.41;0.706;0;0;0;0;0;200;-24;-1178;-1;0;5720;5720;4254;0;6291;0;26;611;10057;0;6;24;0;0
Lehends;SUPPORT;GEN;FLY;Busio;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Blue;00:29:13;Vi;Nautilus;KSante;Sejuani;Maokai;Rakan;Win;17;10;2;1;12;0;1;8;8;42;1;0;1.4;7256;248;0.125;89;45;15;14;13;3.05;1.54;0.48;0.51;0.363;6433;271;5682;480;220;0.075;0.27;0.471;0;0;0;0;0;-185;-12;188;0;0;1340;1340;3914;0;17889;930;31;204;15675;25;16;28;0;0
Bwipo;TOP;FLY;GEN;Kiin;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Red;00:29:13;Aurora;Seraphine;Ezreal;Ashe;Renekton;KSante;Loss;3;0;2;0;13;0;7;0;0;204;0;0;7;8153;279;0.19;23;13;1;5;4;0.79;0.44;0.17;0.03;0.101;10404;8070;2334;0;356;0.169;0;0;0;0;0;0;0;-718;15;-426;0;0;854;854;4791;0;27846;0;10;33;33687;227;7;20;0;0
Inspired;JUNGLE;FLY;GEN;Canyon;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Red;00:29:13;Yone;Ivern;Orianna;Nidalee;Sejuani;Nidalee;Loss;3;0;2;0;13;2;0;1;Perfect_KDA;174;146;0;6;8792;301;0.205;45;8;13;8;6;1.54;0.27;0.27;0.44;0.197;12088;6983;4777;328;414;0.196;0.1;1;0;0;0;0;0;-635;-31;-1349;-2;0;0;0;16235;367;50262;1202;29;368;30614;0;11;27;50;0
Quad;MID;FLY;GEN;Chovy;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Red;00:29:13;Jax;Skarner;Rakan;Tristana;Orianna;Tristana;Loss;3;0;2;0;14;1;5;2;0.6;235;1;0;8;9593;328;0.223;30;15;8;6;6;1.03;0.51;0.21;0.27;0.132;15645;440;15205;0;535;0.254;0.1;1;0;0;0;0;0;258;4;243;0;0;169;169;620;0;15165;1367;24;261;17796;170;8;22;0;0
Massu;ADCARRY;FLY;GEN;Peyz;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Red;00:29:13;Rell;Xin_Zhao;Renekton;Maokai;Ezreal;Ashe;Loss;3;0;2;0;15;0;2;1;0.5;277;4;0;9.5;10387;356;0.242;24;12;4;6;6;0.82;0.41;0.21;0.14;0.105;21749;15589;5872;288;744;0.353;0.03;0.333;0;0;0;0;0;-200;24;1178;1;0;3613;3613;3485;0;8466;0;1;61;14007;62;7;23;0;0
Busio;SUPPORT;FLY;GEN;Lehends;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;4;5;5;4;Red;00:29:13;Nautilus;Vi;Sejuani;KSante;Rakan;Maokai;Loss;3;0;2;0;9;0;3;0;0;44;0;0;1.5;6063;208;0.141;106;61;13;11;8;3.63;2.09;0.38;0.44;0.465;1756;418;1338;0;60;0.028;0;0;0;0;0;0;0;185;12;-188;0;0;1300;1300;2742;1142;13596;1824;14;59;11010;92;13;25;0;0
Bwipo;TOP;FLY;GEN;Kiin;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Blue;00:30:12;Aurora;Ivern;Yone;Skarner;Sett;Rumble;Loss;3;3;1;0;16;0;3;2;0.7;264;4;0;8.7;10913;361;0.222;35;12;10;4;3;1.16;0.4;0.13;0.33;0.13;9975;7653;562;1760;330;0.256;0.07;0.667;0;0;0;0;0;-191;-12;616;1;0;2832;2832;2091;0;34090;0;15;330;30826;97;6;27;0;0
Inspired;JUNGLE;FLY;GEN;Canyon;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Blue;00:30:12;Nidalee;Ashe;Fiddlesticks;Smolder;Fiddlesticks;Skarner;Loss;3;3;1;0;14;0;2;3;1.5;185;169;0;6.1;9376;310;0.191;73;6;6;6;6;2.42;0.2;0.2;0.2;0.271;8659;81;8283;295;287;0.222;0.1;1;0;0;0;0;0;475;5;5;0;0;0;0;20477;0;16833;0;24;1002;29893;39;6;20;0;0
Quad;MID;FLY;GEN;Chovy;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Blue;00:30:12;Jax;Amumu;Kalista;Rumble;Yone;Smolder;Loss;3;3;1;0;16;1;3;0;0.3;290;4;0;9.6;12014;398;0.244;24;5;6;4;2;0.79;0.17;0.13;0.2;0.089;12188;8337;2539;1312;404;0.312;0.03;0.333;0;0;0;0;0;-41;-26;-233;0;0;3209;3209;5746;0;23228;0;11;205;20427;87;6;25;0;0
Massu;ADCARRY;FLY;GEN;Peyz;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Blue;00:30:12;Rakan;Galio;Sett;Ziggs;Kalista;Ziggs;Loss;3;3;1;0;14;1;4;0;0.3;248;8;0;8.2;10102;335;0.205;28;10;6;5;5;0.93;0.33;0.17;0.2;0.104;5527;4569;475;483;183;0.142;0.03;0.333;0;0;0;0;0;326;8;198;0;0;265;265;2525;0;6327;0;5;303;13394;119;7;22;50;50
Busio;SUPPORT;FLY;GEN;Lehends;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Blue;00:30:12;Miss_Fortune;Rell;Alistar;Maokai;Alistar;Maokai;Loss;3;3;1;0;10;1;2;0;0.5;36;0;0;1.2;6762;224;0.138;109;50;18;14;12;3.61;1.66;0.46;0.6;0.405;2685;315;1556;814;89;0.069;0.03;0.333;0;0;0;0;0;0;4;916;1;0;2019;2019;5656;1507;17546;0;16;48;16412;67;17;29;200;0
Kiin;TOP;GEN;FLY;Bwipo;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Red;00:30:12;Ivern;Aurora;Skarner;Yone;Rumble;Sett;Win;14;10;3;1;16;4;2;5;4.5;228;18;0;7.5;11367;376;0.195;37;16;3;5;5;1.23;0.53;0.17;0.1;0.138;17176;724;16306;146;569;0.22;0.3;0.643;0;1;0;0;0;191;12;-616;-1;0;3418;3418;2014;0;16204;0;10;304;14493;91;8;23;0;50
Canyon;JUNGLE;GEN;FLY;Inspired;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Red;00:30:12;Ashe;Nidalee;Smolder;Fiddlesticks;Skarner;Fiddlesticks;Win;14;10;3;1;15;1;0;8;Perfect_KDA;202;185;0;6.7;10608;351;0.182;51;12;10;8;8;1.69;0.4;0.26;0.33;0.19;7348;5381;1463;504;243;0.094;0.3;0.643;0;0;0;0;0;-475;-5;-5;0;0;3312;3312;20204;0;44285;0;18;735;34601;0;9;24;0;0
Chovy;MID;GEN;FLY;Quad;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Red;00:30:12;Amumu;Jax;Rumble;Kalista;Smolder;Yone;Win;14;10;3;1;17;8;1;3;11;312;23;0;10.3;15090;500;0.26;47;16;8;5;5;1.56;0.53;0.17;0.26;0.175;26990;17520;5180;4290;894;0.346;0.36;0.786;0;2;1;0;0;41;26;233;0;0;8600;8600;3944;0;11529;0;12;331;12653;41;6;28;0;200
Peyz;ADCARRY;GEN;FLY;Massu;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Red;00:30:12;Galio;Rakan;Ziggs;Sett;Ziggs;Kalista;Win;14;10;3;1;17;0;0;9;Perfect_KDA;306;0;0;10.1;12735;422;0.219;27;16;4;6;6;0.89;0.53;0.2;0.13;0.1;18373;517;17652;204;608;0.236;0.3;0.643;0;0;0;0;0;-326;-8;-198;0;0;9082;9082;747;0;3943;0;12;281;5835;0;8;24;0;0
Lehends;SUPPORT;GEN;FLY;Busio;20.10.2024;QUATERFINALS;13;v14.18;Worlds_MainEvent_24;5;5;5;5;Red;00:30:12;Rell;Miss_Fortune;Maokai;Alistar;Maokai;Alistar;Win;14;10;3;1;12;1;0;9;Perfect_KDA;33;0;0;1.1;8350;276;0.144;107;58;9;16;16;3.54;1.92;0.53;0.3;0.398;8108;584;7352;172;268;0.104;0.33;0.714;0;0;0;0;0;0;-4;-916;-1;0;3125;3125;3544;478;8582;1072;47;281;7433;0;18;32;50;0
Breathe;TOP;WBG;BLG;Bin;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Blue;00:39:17;Sylas;Aurora;Yone;Jax;Poppy;Jax;Loss;9;6;2;2;18;0;2;5;2.5;250;0;0;6.4;13228;337;0.193;38;16;7;13;10;0.97;0.41;0.33;0.18;0.103;13193;11165;1692;336;336;0.168;0.13;0.556;0;0;0;0;0;798;-3;-121;-1;0;7822;7822;9210;0;67103;0;30;1696;39302;116;15;36;0;0
Tarzan;JUNGLE;WBG;BLG;XUN;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Blue;00:39:17;Rakan;Orianna;Kalista;Skarner;Brand;Skarner;Loss;9;6;2;2;17;2;1;4;6;247;225;0;6.3;13341;340;0.194;52;16;12;16;14;1.32;0.41;0.41;0.31;0.141;18853;290;18326;237;480;0.24;0.15;0.667;1;0;0;0;0;685;17;788;1;0;1011;1011;16460;0;20898;0;26;510;33440;55;18;34;100;100
xiaohu;MID;WBG;BLG;Knight;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Blue;00:39:17;Ashe;Maokai;Renata_Glasc;Smolder;Yone;Smolder;Loss;9;6;2;2;18;4;3;4;2.7;338;26;0;8.6;15364;391;0.224;48;12;11;4;4;1.22;0.31;0.1;0.28;0.13;28997;18271;4362;6364;738;0.368;0.2;0.889;0;0;0;0;0;-113;8;436;0;0;2137;2137;15306;0;50806;0;28;369;43858;164;5;26;0;450
